Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,,Bankruptcies,Current Credit Balance,Monthly Debt,Credit Score
2080,Own Home,,2 years,0,14,20,501512,0,,0,328320,19650,
2081,Home Mortgage,1960648,10+ years,0,4,17.3,0,0,,0,659471,24672,718
2082,Rent,1179786,9 years,0,10,9.1,282590,0,,0,196213,8435,725
2083,Home Mortgage,1640517,10+ years,0,11,19.2,571846,0,,0,343729,26112,731
2084,Rent,1737873,2 years,0,9,24.6,584012,0,,0,239571,33020,660
2085,Home Mortgage,1161432,4 years,0,12,10.2,476476,0,,0,97109,13356,735
2086,Rent,566238,< 1 year,0,18,11.8,37158,0,,0,29583,7399,739
2087,Rent,,3 years,0,12,12.9,312180,0,,0,174420,17843,
2088,Rent,468502,2 years,0,10,11.8,382294,0,,0,75278,3076,732
2089,Rent,683639,3 years,0,17,15.8,1178386,0,,0,389766,16464,740
2090,Rent,777024,2 years,0,6,17.4,299002,0,,0,228798,10166,727
2091,Rent,,2 years,0,7,9.5,301158,0,,0,123291,6148,
2092,Rent,1746328,2 years,0,20,19.8,874324,0,,0,667489,37255,704
2093,Own Home,699656,,0,9,22,669966,0,,0,247646,15509,683
2094,Home Mortgage,1464235,10+ years,0,18,17.6,581724,0,,0,355186,25868,673
2095,Rent,455544,1 year,0,4,4.8,140646,0,,0,67526,8390,747
2096,Home Mortgage,902652,5 years,0,9,20.8,279488,0,,0,167751,10719,744
2097,Home Mortgage,1119708,2 years,0,16,11.4,412742,0,,0,245955,14836,738
2098,Rent,1556898,10+ years,0,14,21.5,889856,0,,0,431908,24521,746
2099,Home Mortgage,,6 years,0,21,16.8,1042162,0,,0,449122,27729,
2100,Home Mortgage,1733940,3 years,0,12,15,265430,1,,1,179246,19651,724
2101,Home Mortgage,1793277,4 years,0,20,15.1,2653816,0,,0,501923,30037,742
2102,Home Mortgage,1312672,10+ years,0,9,43.4,438350,3,,0,86697,14221,742
2103,Home Mortgage,1114806,6 years,0,7,17.5,391842,0,,0,126559,9346,750
2104,Rent,,2 years,0,9,22.2,694166,0,,0,206834,10523,
2105,Rent,2292768,5 years,0,7,7.6,1035782,0,,0,193230,15495,751
2106,Home Mortgage,1011028,7 years,0,7,16.6,537988,0,,0,352659,23085,729
2107,Home Mortgage,964744,10+ years,0,9,25,258258,0,,0,141189,13908,737
2108,Home Mortgage,1850258,< 1 year,0,18,11.9,776974,0,,0,134881,15388,727
2109,Home Mortgage,1530792,7 years,0,13,31.3,1952126,0,,0,407987,9287,748
2110,Rent,1346663,10+ years,0,10,14.5,385484,0,,0,241034,21995,663
2111,Rent,1158696,3 years,0,16,16.5,1263284,0,,0,328396,21243,662
2112,Home Mortgage,1750375,10+ years,0,13,17.5,1269950,0,,0,592249,19254,701
2113,Rent,821864,10+ years,0,8,10.5,90860,0,,0,64657,11917,717
2114,Own Home,1341571,10+ years,0,15,17.5,1888920,0,,0,631332,25490,746
2115,Rent,585751,< 1 year,0,10,12.6,422642,0,,0,177384,14287,747
2116,Home Mortgage,1133388,2 years,0,8,14.6,194964,1,,1,49001,7329,746
2117,Home Mortgage,860567,2 years,0,8,11.1,530706,0,,0,109991,3672,751
2118,Rent,879073,2 years,1,5,15.7,55330,2,,0,27037,5795,722
2119,Home Mortgage,3370068,6 years,1,15,21.5,828938,1,,0,362957,58695,739
2120,Rent,1417172,10+ years,0,7,25.5,275858,0,,0,151278,9885,748
2121,Home Mortgage,911639,2 years,0,10,20.9,417604,1,,1,131993,7141,748
2122,Rent,,1 year,0,5,13.8,154572,0,,0,81833,9521,
2123,Rent,1401782,10+ years,0,17,19.9,607178,1,,1,175142,26167,732
2124,Rent,1796697,10+ years,0,13,14.8,1099846,0,,0,656355,32940,736
2125,Home Mortgage,901702,10+ years,0,8,26.5,417010,0,,0,210691,8341,738
2126,Home Mortgage,1022010,3 years,0,10,27,879582,0,,0,489953,18311,647
2127,Rent,,3 years,0,8,10,315238,0,,0,257564,15745,
2128,Home Mortgage,879510,6 years,0,18,15.9,843128,0,,0,310916,18396,716
2129,Home Mortgage,2235996,10+ years,0,17,31.6,966768,1,,1,388246,33167,7030
2130,Rent,1305927,10+ years,0,8,25.9,129624,0,,0,108148,13603,685
2131,Rent,1822708,3 years,0,12,17.1,672232,0,,0,456912,24910,734
2132,Rent,,,0,5,22,317856,1,,1,131499,8885,
2133,Rent,1415367,3 years,0,7,11.5,816750,0,,0,117800,14861,725
2134,Rent,760760,5 years,0,9,17.1,495550,0,,0,366757,12362,730
2135,Rent,443935,,0,6,11.1,407528,0,,0,51395,1402,749
2136,Rent,,10+ years,0,8,8.7,256872,0,,0,136002,13886,
2137,Rent,,8 years,0,8,12,387992,0,,0,236246,6597,
2138,Rent,,,0,11,14.3,181104,1,,1,67716,12797,
2139,Rent,996303,6 years,0,8,16.3,723404,0,,0,542906,20673,713
2140,Rent,,3 years,0,13,8.7,621632,0,,0,178239,12217,
2141,Home Mortgage,993928,5 years,0,10,15,860706,0,,0,617709,11513,743
2142,Home Mortgage,1210889,3 years,0,13,21,582846,0,,0,361931,16145,734
2143,Home Mortgage,,10+ years,0,11,27.8,499752,0,,0,239970,9030,
2144,Home Mortgage,622364,1 year,0,7,10.3,322982,0,,0,179360,9595,748
2145,Home Mortgage,1009413,10+ years,0,11,21.1,427658,0,,0,210900,8580,715
2146,Home Mortgage,,2 years,0,6,17.5,332200,1,,1,160379,26841,
2147,Home Mortgage,933793,< 1 year,0,8,17.5,728882,1,,0,433086,20466,747
2148,Rent,718504,5 years,0,15,22.8,168960,1,,1,113829,16286,737
2149,Home Mortgage,,1 year,0,11,17.4,1618738,0,,0,50331,40166,
2150,Own Home,1872355,4 years,0,12,15.9,238744,0,,0,141246,31986,745
2151,Rent,1970300,10+ years,0,29,35.8,3023856,0,,0,1094229,29883,738
2152,Home Mortgage,,3 years,0,9,14.1,1262888,0,,0,195225,4567,
2153,Own Home,,10+ years,0,5,16.9,221034,0,,0,106324,4001,
2154,Home Mortgage,953135,7 years,0,10,19.7,522808,0,,0,325983,18189,743
2155,Home Mortgage,2628612,3 years,0,21,12,1099956,0,,0,190000,42934,718
2156,Home Mortgage,4044112,10+ years,0,22,26.5,8706038,0,,0,1037609,38082,751
2157,Home Mortgage,,5 years,0,11,14.1,594594,0,,0,191539,17091,
2158,Rent,,10+ years,0,9,16.9,530178,0,,0,268318,18095,
2159,Home Mortgage,,8 years,0,8,18.7,251724,0,,0,204782,17518,
2160,Own Home,723444,2 years,0,3,9.9,22044,0,,0,2299,9465,700
2161,Rent,533539,,0,8,12.5,156706,0,,0,54397,11516,743
2162,Rent,1672437,3 years,0,10,22.5,255310,0,,0,94810,23136,735
2163,Rent,946010,2 years,0,10,37.6,963226,0,,0,234593,14032,747
2164,Home Mortgage,2775083,3 years,0,10,14.5,411246,0,,0,254657,24744,721
2165,Rent,945611,10+ years,0,9,18,319990,0,,0,157529,18912,742
2166,Rent,955434,8 years,0,17,14.7,799062,0,,0,182191,21418,744
2167,Rent,1128258,2 years,0,6,10.9,579172,0,,0,349144,8180,731
2168,Rent,,10+ years,0,11,29.2,810128,0,,0,607297,27312,
2169,Rent,5584271,4 years,0,8,6.8,512622,0,,0,154071,12006,739
2170,Home Mortgage,1955043,10+ years,0,11,32.2,520608,0,,0,399266,23786,745
2171,Home Mortgage,,10+ years,0,11,29,516208,0,,0,389196,36866,
2172,Home Mortgage,955985,< 1 year,0,10,21.2,830764,0,,0,278388,15455,741
2173,Home Mortgage,1403207,10+ years,0,26,26,1316238,0,,0,537681,38705,740
2174,Home Mortgage,965770,3 years,0,13,14.2,418462,0,,0,266342,20442,730
2175,Home Mortgage,637735,2 years,0,10,20.5,666578,0,,0,530195,13764,739
2176,Rent,2303389,9 years,0,9,17.3,843392,0,,0,231629,26489,748
2177,Rent,566542,< 1 year,0,5,27.4,276540,0,,0,151183,10528,735
2178,Home Mortgage,946504,9 years,0,19,21.4,733040,1,,1,295659,20981,698
2179,Rent,1724193,9 years,0,10,16.8,889614,0,,0,437931,22414,687
2180,Rent,1213644,10+ years,0,5,12,370876,0,,0,198911,12541,691
2181,Home Mortgage,2580390,4 years,0,31,15.7,358754,1,,1,198911,54833,746
2182,Rent,1618933,5 years,0,12,15.4,590018,0,,0,441294,23474,613
2183,Rent,1361027,3 years,0,9,30.2,323906,0,,0,200564,19962,732
2184,Home Mortgage,1223904,10+ years,0,18,35.8,1128512,0,,0,530195,11117,674
2185,Home Mortgage,2073185,10+ years,0,17,19.1,1724470,0,,0,774440,36626,734
2186,Rent,1347556,10+ years,0,12,30.8,639496,1,,1,429115,20101,7100
2187,Rent,660421,2 years,0,7,9.6,157256,0,,0,79040,17281,730
2188,Home Mortgage,3404477,1 year,0,14,27.3,1764532,0,,0,1132267,59578,705
2189,Home Mortgage,1038920,,0,16,14.8,664444,0,,0,197391,13220,745
2190,Home Mortgage,1740476,,0,10,42.5,1866150,0,,0,994403,44382,665
2191,Rent,523336,4 years,0,9,5.5,552442,0,,0,140277,12473,7070
2192,Home Mortgage,1988882,9 years,0,16,25.4,2780140,0,,0,194484,21381,747
2193,Home Mortgage,1254057,2 years,0,9,16.3,1251998,0,,0,519023,16407,724
2194,Rent,1556936,2 years,0,11,12.5,212212,1,,1,34276,10146,742
2195,Home Mortgage,1312862,4 years,0,6,24.1,11198,0,,0,9329,20940,710
2196,Rent,1584562,6 years,0,11,13.5,448888,0,,0,290377,20335,740
2197,Rent,940310,< 1 year,0,10,23.7,1239194,0,,0,634638,24762,700
2198,Home Mortgage,285893,,0,5,10.4,574222,0,,0,144818,5396,746
2199,Rent,,10+ years,0,11,25.3,655446,0,,0,237177,26093,
2200,Rent,9338880,10+ years,0,7,7.3,1092608,0,,0,326496,40546,720
2201,Own Home,573249,2 years,0,4,8.9,146102,0,,0,124032,4720,730
2202,Home Mortgage,,1 year,0,10,18.3,1038224,0,,0,757663,30764,
2203,Rent,,4 years,0,7,14.3,484286,0,,0,309073,14403,
2204,Home Mortgage,1389527,10+ years,0,13,14.1,850718,0,,0,285076,23390,729
2205,Rent,,1 year,0,18,13.9,240108,0,,0,163590,16940,
2206,Home Mortgage,473024,4 years,0,14,11.3,440044,0,,0,80199,7174,728
2207,Home Mortgage,2495194,10+ years,0,14,19.2,1133990,0,,0,276184,15470,748
2208,Home Mortgage,1671696,5 years,0,9,15,924396,0,,0,431110,8860,717
2209,Home Mortgage,794884,1 year,0,5,9.6,263032,0,,0,218082,9009,738
2210,Home Mortgage,,10+ years,0,9,29.4,775962,0,,0,373274,13404,
2211,Rent,1839485,10+ years,0,7,14.4,610280,0,,0,270389,29892,747
2212,Rent,1391788,4 years,0,20,15.4,1062116,0,,0,455886,29228,740
2213,Own Home,542735,10+ years,0,9,16,357874,0,,0,101384,7824,7510
2214,Home Mortgage,2321496,6 years,0,10,15,1360524,0,,0,460598,38498,744
2215,Rent,315419,7 years,0,10,8.7,277156,0,,0,80180,5283,690
2216,Home Mortgage,746244,10+ years,0,9,9,516802,0,,0,194598,6592,7460
2217,Home Mortgage,2052608,10+ years,0,8,19.9,420354,0,,0,252301,7766,6230
2218,Rent,194028,,0,7,22.1,745140,0,,0,111967,2503,739
2219,Home Mortgage,,7 years,0,7,20.2,327272,0,,0,248729,21489,
2220,Rent,1273931,5 years,0,12,20.5,513810,0,,0,288439,30893,730
2221,Home Mortgage,3933342,10+ years,0,6,20.4,347028,0,,0,289522,22813,705
2222,Home Mortgage,2321040,1 year,0,9,18.7,665258,1,,0,406201,31334,720
2223,Home Mortgage,,10+ years,0,3,22.6,295218,0,,0,198341,6421,
2224,Rent,1514072,< 1 year,0,9,9.4,641168,0,,0,358834,25613,710
2225,Rent,,,0,8,35.6,538846,0,,0,303430,12753,
2226,Home Mortgage,,1 year,0,4,24.6,192918,0,,0,140790,14693,
2227,Rent,1746594,9 years,0,10,13.9,1207096,0,,0,710980,29255,675
2228,Home Mortgage,,10+ years,0,10,20,1267772,0,,0,563863,26153,
2229,Home Mortgage,,< 1 year,0,6,15.9,352154,0,,0,214415,5150,
2230,Rent,850554,< 1 year,0,5,10.8,238502,0,,0,135128,3891,718
2231,Home Mortgage,541310,8 years,0,10,15.4,201388,1,,1,61750,10601,739
2232,Home Mortgage,533976,10+ years,0,6,14.4,232034,2,,0,106818,9255,724
2233,Rent,1324813,9 years,0,8,15.6,183876,0,,0,63365,15125,726
2234,Home Mortgage,3309306,4 years,0,6,16.5,1832930,0,,0,876964,49529,676
2235,Home Mortgage,756048,6 years,0,7,14.3,205062,0,,0,131062,10333,741
2236,Home Mortgage,732184,10+ years,0,10,13.9,860178,0,,0,170867,2892,748
2237,Rent,916294,4 years,0,13,16.4,702834,0,,0,404871,19318,740
2238,Rent,571596,< 1 year,0,6,10.6,359744,0,,0,230527,8441,744
2239,Home Mortgage,,,0,13,14.7,786896,0,,0,484557,65280,
2240,Home Mortgage,1312045,10+ years,1,13,20.3,694452,1,,0,551779,25913,611
2241,Rent,783636,< 1 year,0,3,15.1,17292,0,,0,12483,7314,728
2242,Rent,2886480,3 years,0,4,33.8,772992,0,,0,245005,6230,745
2243,Home Mortgage,1260441,10+ years,0,18,39.4,733062,0,,0,124089,13130,691
2244,Home Mortgage,,9 years,0,30,17.1,1683132,0,,0,357580,45518,
2245,Home Mortgage,,10+ years,0,10,21.8,267762,0,,0,140372,19404,
2246,Rent,870846,10+ years,0,6,10.5,111628,1,,0,43282,4615,703
2247,Home Mortgage,1816647,,0,15,32,4516358,0,,0,569468,18621,751
2248,Rent,,10+ years,0,9,8.8,613932,0,,0,167542,7702,
2249,Rent,,< 1 year,0,7,21.9,719312,0,,0,542336,15950,
2250,Home Mortgage,,3 years,0,7,26.4,628760,0,,0,32585,12406,
2251,Home Mortgage,1331463,10+ years,0,21,28.5,425260,0,,0,223307,37725,730
2252,Rent,326629,2 years,0,12,7.9,205480,0,,0,75240,5036,727
2253,Home Mortgage,2424875,9 years,0,9,17.8,903276,0,,0,269135,25057,726
2254,Rent,737884,4 years,0,8,14.9,568942,0,,0,350341,17771,726
2255,Rent,922659,7 years,0,7,14.1,393206,0,,0,270978,17884,721
2256,Rent,1167360,2 years,0,7,8.3,198440,0,,0,36841,2724,744
2257,Rent,938125,1 year,0,16,20.6,1322706,0,,0,640851,26268,747
2258,Home Mortgage,2052817,10+ years,0,5,21.1,186714,0,,0,36290,18954,736
2259,Home Mortgage,2795907,2 years,0,9,7.8,308396,0,,0,173926,15168,705
2260,Rent,1338113,10+ years,0,11,9,475992,0,,0,257336,15277,720
2261,Rent,1156986,7 years,0,13,18.9,609554,0,,0,327959,29407,739
2262,Have Mortgage,1160463,3 years,0,23,20.6,839938,1,,1,289446,19631,716
2263,Home Mortgage,840902,1 year,0,9,21.3,543268,0,,0,436810,20041,670
2264,Home Mortgage,,< 1 year,0,10,24.2,572484,0,,0,354996,12786,
2265,Rent,,3 years,0,8,9.2,291104,0,,0,159391,5814,
2266,Home Mortgage,1993765,1 year,0,19,20,485562,0,,0,325413,26251,715
2267,Home Mortgage,986214,10+ years,0,13,15.9,567072,0,,0,245366,24902,706
2268,Home Mortgage,1262018,10+ years,0,8,20,176022,0,,0,69939,11043,734
2269,Home Mortgage,1475027,10+ years,0,24,22.4,1079298,0,,0,712139,16717,7220
2270,Home Mortgage,1024423,10+ years,0,11,15.1,319308,1,,1,188898,21684,742
2271,Rent,948062,2 years,0,13,14.5,527912,0,,0,358359,22121,685
2272,Rent,,5 years,0,11,15.8,557436,0,,0,325926,18375,
2273,Home Mortgage,783712,10+ years,0,11,38.8,454586,0,,0,268147,12278,734
2274,Rent,,1 year,0,8,18.1,493240,0,,0,342494,18085,
2275,Rent,1452379,< 1 year,0,6,13.4,404910,0,,0,297939,20696,694
2276,Rent,2086067,10+ years,0,6,20.3,0,0,,0,0,28822,740
2277,Home Mortgage,611287,2 years,0,5,18.4,210210,0,,0,83163,2425,748
2278,Home Mortgage,,10+ years,0,8,10.5,392876,0,,0,228342,17438,
2279,Home Mortgage,1174048,4 years,0,7,15.8,213334,0,,0,118845,20839,744
2280,Rent,,2 years,0,7,12.9,555060,0,,0,375364,13607,
2281,Rent,529454,2 years,0,8,24.1,249502,1,,1,210102,15883,687
2282,Own Home,597417,7 years,0,13,16.8,419892,0,,0,151582,13541,735
2283,Rent,1554846,7 years,0,18,31.9,800294,0,,0,585409,31486,6860
2284,Rent,930164,10+ years,0,18,13,184778,1,,1,25859,5085,708
2285,Rent,1022124,10+ years,0,24,13.7,727034,0,,0,359157,15928,699
2286,Rent,977227,7 years,0,11,10.1,810832,0,,0,532190,27199,685
2287,Home Mortgage,1239940,3 years,0,14,10.6,221012,0,,0,134368,17876,726
2288,Own Home,,1 year,0,14,10.7,387244,0,,0,159866,13211,
2289,Home Mortgage,1850904,4 years,0,15,12.5,869264,0,,0,9766,15578,740
2290,Home Mortgage,1106940,10+ years,0,28,20.9,775368,0,,0,147326,15313,685
2291,Rent,1196373,10+ years,0,8,18.5,299970,0,,0,252586,20039,732
2292,Own Home,,9 years,0,12,22.1,419166,0,,0,249432,16599,
2293,Home Mortgage,1116402,7 years,0,16,13.4,220000,1,,1,30590,6680,727
2294,Home Mortgage,845690,2 years,0,10,14.9,458810,0,,0,246468,13813,708
2295,Rent,,6 years,0,8,17.2,444114,0,,0,241262,15388,
2296,Home Mortgage,,10+ years,0,10,17.5,524480,0,,0,386365,30133,
2297,Home Mortgage,1263785,8 years,0,12,16.8,0,0,,0,0,30647,732
2298,Home Mortgage,1728316,,0,19,34.2,1562550,0,,0,1153794,32982,747
2299,Home Mortgage,2632602,10+ years,0,12,17.7,1744490,0,,0,891898,45851,747
2300,Rent,1399065,4 years,0,8,12.8,324346,0,,0,71155,19191,741
2301,Rent,,10+ years,0,8,18.1,599522,1,,1,253707,14321,
2302,Rent,839610,3 years,0,9,9,170654,0,,0,82821,9726,714
2303,Home Mortgage,2231664,2 years,0,14,24,279884,0,,0,124241,31801,728
2304,Home Mortgage,1840207,3 years,0,21,13.2,994818,0,,0,356554,30057,729
2305,Rent,1597881,4 years,0,15,19,685894,0,,0,345344,20240,7120
2306,Rent,1483615,10+ years,0,10,14.8,203852,0,,0,131518,16567,697
2307,Own Home,1207336,6 years,0,6,22.4,724086,0,,0,5624,18211,751
2308,Rent,452352,< 1 year,0,8,9.3,414898,0,,0,158023,9311,7320
2309,Own Home,2164252,10+ years,0,12,21.9,1517956,0,,0,949145,31382,7380
2310,Own Home,770336,4 years,0,8,12,116006,0,,0,43586,5450,722
2311,Home Mortgage,1019008,3 years,0,12,18,724218,0,,0,415302,28957,720
2312,Home Mortgage,1134319,7 years,0,13,15.7,383328,0,,0,238355,16637,7340
2313,Rent,1360248,10+ years,0,10,19.7,581746,0,,0,393908,38200,723
2314,Home Mortgage,982471,6 years,0,23,19.1,575146,0,,0,212591,20141,739
2315,Home Mortgage,778202,8 years,0,7,20.1,135872,1,,1,361,12386,712
2316,Own Home,,,0,11,17.4,330968,0,,0,119472,17676,
2317,Home Mortgage,685425,10+ years,0,13,20.6,1170180,0,,0,373920,15479,724
2318,Rent,969570,5 years,0,25,32.5,790460,0,,0,182951,22300,737
2319,Home Mortgage,1677339,7 years,0,5,23.4,51810,1,,1,38798,19010,733
2320,Home Mortgage,496375,4 years,0,8,18.9,278542,1,,1,133760,9266,673
2321,Rent,330562,< 1 year,0,2,12,50666,0,,0,4332,5592,740
2322,Home Mortgage,475817,< 1 year,0,6,20.9,328482,0,,0,262694,10706,715
2323,Rent,1409610,5 years,0,11,20.3,891396,0,,0,362596,9632,718
2324,Own Home,,< 1 year,0,12,5.9,71236,0,,0,39197,2231,
2325,Rent,676552,6 years,0,2,20.5,224202,0,,0,193439,5356,667
2326,Rent,1150944,5 years,0,13,15.4,379632,0,,0,289503,26951,715
2327,Home Mortgage,,10+ years,0,9,28.9,493372,1,,1,390716,33604,
2328,Home Mortgage,,10+ years,0,31,18.4,878746,0,,0,181374,11027,
2329,Rent,919847,< 1 year,0,14,15.9,235268,0,,0,195681,17477,700
2330,Rent,,2 years,0,15,22.5,511082,0,,0,335008,18059,
2331,Rent,1162363,10+ years,0,9,15.4,344278,0,,0,144210,6877,729
2332,Home Mortgage,1747069,10+ years,0,6,21.6,245564,0,,0,138909,23149,750
2333,Home Mortgage,1622087,8 years,0,17,15.1,774290,0,,0,309605,24602,720
2334,Home Mortgage,1250941,,0,12,25,276958,0,,0,226746,26791,740
2335,Home Mortgage,,10+ years,0,12,24.7,508728,0,,0,371241,8829,
2336,Rent,,5 years,0,6,17.9,635668,0,,0,511119,10751,
2337,Rent,,2 years,0,6,28.7,294030,0,,0,25650,1440,
2338,Home Mortgage,800736,6 years,0,6,8.3,204930,0,,0,159638,12478,6490
2339,Home Mortgage,1667668,< 1 year,0,14,14.8,437668,2,,0,112252,34465,747
2340,Rent,1021592,10+ years,0,10,15.7,1207822,0,,0,476710,16686,718
2341,Home Mortgage,2098778,< 1 year,0,10,16.5,1528560,0,,0,830357,19239,743
2342,Home Mortgage,1255634,4 years,0,12,25.3,801416,0,,0,577923,23899,722
2343,Rent,1701621,7 years,0,14,18.2,654544,0,,0,412661,32473,738
2344,Rent,1100860,2 years,0,17,11.7,979352,0,,0,378081,16696,721
2345,Rent,857318,6 years,0,11,15.7,650540,0,,0,376979,22504,730
2346,Home Mortgage,1709316,6 years,0,6,24.5,222222,0,,0,80408,3034,751
2347,Rent,599374,5 years,0,7,16,129976,0,,0,53200,8291,744
2348,Rent,972610,3 years,0,4,10.9,175780,0,,0,119928,5503,702
2349,Rent,444600,3 years,0,5,19.7,218812,0,,0,185383,7410,698
2350,Home Mortgage,1059953,5 years,0,13,16.6,1179420,0,,0,928948,21552,706
2351,Rent,,10+ years,0,6,21,145398,0,,0,110390,22689,
2352,Home Mortgage,2127620,< 1 year,0,18,33,1966734,0,,0,638647,33156,708
2353,Rent,1390439,4 years,0,11,7.1,234696,0,,0,70737,10278,701
2354,Rent,792889,6 years,0,6,14.9,216436,0,,0,173261,12627,6890
2355,Home Mortgage,937137,2 years,0,6,23,982146,0,,0,349467,12238,744
2356,Rent,612978,< 1 year,0,10,14.1,89980,1,,1,35739,17215,727
2357,Home Mortgage,2095643,10+ years,0,24,27.4,1047222,0,,0,667470,45929,741
2358,Rent,,5 years,0,10,21.4,1095182,0,,0,236455,25986,
2359,Home Mortgage,621870,2 years,0,9,31.4,869704,0,,0,251617,13836,742
2360,Home Mortgage,1192364,5 years,0,7,13.7,294118,0,,0,200165,19277,746
2361,Home Mortgage,,10+ years,0,7,12.8,123046,0,,0,66101,11313,
2362,Home Mortgage,1577703,4 years,0,11,15.3,225764,0,,0,62206,16960,739
2363,Rent,807025,9 years,0,7,15.3,376486,1,,1,237367,7330,737
2364,Rent,1703065,6 years,0,8,16.9,854986,0,,0,196422,8913,749
2365,Rent,,3 years,2,10,22.8,345994,3,,1,114741,18699,
2366,Home Mortgage,1278225,10+ years,0,12,20,693088,0,,0,456722,22262,721
2367,Own Home,447355,1 year,0,8,16.1,520586,0,,0,265715,8649,739
2368,Own Home,,3 years,0,9,23,701448,0,,0,393167,26429,
2369,Rent,971470,7 years,0,12,11.3,513524,0,,0,170753,10119,729
2370,Rent,1032175,2 years,0,8,8.3,378752,0,,0,17670,9118,734
2371,Rent,832314,5 years,0,13,19.3,614064,1,,1,250325,17063,740
2372,Home Mortgage,2326740,6 years,0,17,27,1045968,1,,1,338751,15744,686
2373,Rent,,6 years,0,9,8.9,358732,0,,0,180937,15863,
2374,Rent,998184,7 years,0,6,15.6,164802,0,,0,33592,5049,736
2375,Own Home,1200838,10+ years,0,8,22.4,6890070,0,,0,1630447,23016,705
2376,Rent,765586,,0,8,16,273570,3,,3,60002,2488,658
2377,Home Mortgage,944775,10+ years,0,9,10,404646,0,,0,273980,7613,734
2378,Rent,1426577,1 year,0,7,16.4,1092454,0,,0,313234,31979,731
2379,Own Home,,10+ years,0,16,27,1311266,0,,0,322753,23394,
2380,Rent,1748475,3 years,0,10,26.6,1589940,0,,0,977664,31181,698
2381,Home Mortgage,1667174,8 years,0,9,12.5,253682,0,,0,201571,14866,727
2382,Home Mortgage,1167341,8 years,0,20,14,425810,0,,0,196745,32394,736
2383,Home Mortgage,967290,6 years,0,10,11.4,859628,0,,0,266532,21925,7120
2384,Rent,2795508,2 years,0,21,26.8,563134,0,,0,221293,39836,718
2385,Own Home,557688,< 1 year,0,6,13.5,119526,0,,0,3914,10150,745
2386,Home Mortgage,799197,4 years,0,8,17.5,271128,0,,0,188746,21046,745
2387,Home Mortgage,2263812,10+ years,0,17,25,1750408,0,,0,68020,15507,736
2388,Rent,1098580,5 years,0,14,21.5,1042140,0,,0,344717,17944,726
2389,Rent,,8 years,0,10,20.4,506462,0,,0,382280,19467,
2390,Home Mortgage,434853,,1,8,33.7,130372,2,,1,67792,2290,722
2391,Rent,965295,10+ years,0,5,13.3,373406,1,,1,122227,15525,744
2392,Rent,,2 years,0,8,14,197164,1,,1,97052,25921,
2393,Home Mortgage,1590775,10+ years,0,8,23.7,205942,1,,1,124317,17233,736
2394,Rent,657039,3 years,0,7,9,140536,0,,0,75867,13360,724
2395,Rent,380551,3 years,0,14,14.6,315260,0,,0,123348,7015,745
2396,Rent,808754,5 years,0,6,16.2,433906,0,,0,108680,2784,747
2397,Home Mortgage,1360856,10+ years,0,6,14.5,326392,0,,0,105431,12588,734
2398,Home Mortgage,1396994,9 years,0,11,10.5,422334,1,,1,234897,23051,734
2399,Home Mortgage,1173782,2 years,0,11,11.7,796114,0,,0,246829,17753,732
2400,Home Mortgage,1668675,5 years,0,16,18.1,464332,0,,0,262656,24057,714
2401,Rent,379734,2 years,0,19,11.3,186912,0,,0,133665,4050,741
